Source,Target
56_83,75_26
56_83,75_27
56_83,75_28
56_83,75_29
56_83,75_30
56_85,6_61
56_85,6_62
56_89,14_27
56_91,41_30
56_91,41_31
56_91,41_32
56_96,87_1
57_1,17_44
57_3,10_94
57_3,65_12
57_4,6_59
57_4,11_5
57_4,13_10
57_5,4_40
57_5,19_93
57_5,19_94
57_5,19_95
57_5,21_47
57_5,28_70
57_5,34_1
57_5,92_13
57_7,102_1
57_7,2_3
57_8,5_7
57_10,4_95
57_10,16_96
57_10,34_39
57_10,73_20
57_11,2_245
57_12,17_71
57_13,4_142
57_13,7_46
57_13,24_40
57_13,66_8
57_15,74_38
57_15,74_39
57_15,74_40
57_15,74_41
57_15,74_42
57_15,74_43
57_15,74_44
57_15,74_45
57_15,74_46
57_15,74_47
57_15,74_48
57_16,5_13
57_16,12_3
57_16,39_23
57_19,4_69
57_20,3_14
57_20,30_54
57_20,42_28
57_21,3_133
57_24,14_8
57_25,6_115
57_25,7_43
57_25,11_17
57_25,30_30
57_25,55_7
57_27,5_44
57_27,57_28
57_27,57_29
57_28,8_29
57_29,6_109
57_29,7_12
57_29,21_95
58_1,24_33
58_7,9_78
58_7,43_80
58_11,24_28
58_14,4_143
58_18,6_23
58_18,6_24
58_21,40_51
58_21,40_52
58_22,3_28
58_22,9_24
58_22,58_19
59_1,17_44
59_2,16_26
59_7,11_88
59_9,2_177
59_9,59_6
59_9,76_8
59_10,8_41
59_10,9_60
59_10,9_100
59_10,59_6
59_10,59_7
59_10,59_9
59_13,4_77
59_14,6_65
59_18,4_1
59_19,21_90
59_19,63_9
59_20,38_28
59_20,40_58
59_20,45_21
59_21,2_74
59_21,13_31
59_22,6_54
59_22,7_156
59_22,10_58
59_22,10_46
59_22,13_33
59_22,85_9
59_24,17_44
59_24,82_8
60_1,3_28
60_1,4_144
60_1,5_51
60_1,5_57
60_1,22_40
60_1,85_8
60_4,9_113
60_4,9_114
60_6,14_8
60_7,3_103
60_7,8_62
60_7,8_63
60_9,5_51
60_12,17_32
61_2,4_77
61_2,4_78
61_2,47_20
61_5,4_115
61_5,6_110
61_5,33_69
61_6,3_81
61_6,7_157
61_13,22_40
61_13,47_7
62_1,17_44
62_2,3_20
62_2,6_19
62_2,7_158
62_2,11_17
62_2,26_214
62_2,43_44
62_5,7_179
62_7,2_94
62_7,2_95
62_7,2_96
62_7,3_61
62_7,19_75
62_8,4_78
62_9,17_19
62_9,37_102
63_4,33_19
63_10,14_44
63_10,23_99
63_10,23_100
64_3,40_64
64_3,82_6
64_3,82_7
64_3,82_8
64_7,10_53
64_7,34_3
64_9,11_103
64_9,56_49
64_9,56_50
64_9,64_10
64_11,2_156
64_11,57_22
64_13,73_9
64_14,63_9
64_15,3_14
64_15,3_102
64_18,2_245
65_3,13_8
65_4,2_234
65_6,2_233
65_7,2_286
65_7,94_5
65_7,94_6
65_10,15_9
65_11,2_257
65_11,14_1
65_11,42_52
65_12,17_44
65_12,57_3
65_12,71_15
66_1,33_21
66_5,2_125
66_5,4_83
66_5,9_112
66_6,14_14
66_6,21_98
66_11,3_28
66_12,66_5
67_1,2_28
67_5,37_6
67_5,37_7
67_5,37_8
67_5,37_9
67_5,37_10
67_9,17_15
67_9,39_71
67_16,35_45
67_17,17_68
67_19,16_79
67_22,37_22
67_22,37_23
67_22,37_24
67_22,37_25
67_22,37_26
67_27,39_47
67_27,39_48
67_29,11_123
67_30,11_108
67_30,34_24
67_30,54_26
68_1,38_1
68_1,45_29
68_1,50_1
68_1,96_3
68_1,96_4
68_1,96_5
68_3,11_108
68_3,95_6
68_6,34_24
68_6,54_26
68_15,68_16
68_15,74_11
68_15,74_12
68_15,74_13
68_15,74_14
68_15,74_15
68_15,74_16
68_15,74_17
68_15,74_18
68_15,74_19
68_15,74_20
68_15,74_21
68_15,74_22
68_15,74_23
68_15,74_24
68_15,74_25
68_15,74_26
68_44,6_44
68_44,11_102
68_44,23_55
68_44,23_56
68_48,21_87
68_48,21_88
68_48,37_143
68_48,37_144
69_5,91_11
69_7,41_16
69_10,26_105
69_10,26_123
69_10,26_141
69_10,50_14
69_11,36_41
69_11,36_42
69_11,43_12
69_11,43_13
69_16,78_19
69_20,2_46
69_20,11_18
69_40,81_19
69_40,81_20
69_40,81_21
69_40,81_22
69_40,81_23
69_40,81_24
69_40,81_25
69_48,41_44
69_50,26_200
69_50,26_201
69_50,34_54
69_52,8_32
69_52,14_27
69_52,22_47
69_52,42_18
69_52,70_7
69_52,70_8
69_52,70_9
69_52,70_10
69_52,101_5
70_1,8_32
70_1,22_47
70_4,14_27
70_5,42_18
70_9,101_5
70_10,23_101
70_10,31_33
70_10,35_18
70_10,80_34
70_10,80_35
70_10,80_36
70_10,80_37
70_23,23_1
70_23,23_2
70_33,2_283
70_35,23_10
70_35,23_11
70_36,74_49
70_36,74_50
70_36,74_51
70_39,77_20
70_39,86_5
70_39,86_6
70_39,86_7
70_39,86_8
70_39,86_9
70_39,86_10
70_40,36_81
70_40,36_82
70_40,40_57
70_40,46_33
70_40,56_60
70_40,56_61
70_40,75_3
70_40,75_4
70_41,47_38
71_7,41_26
71_16,10_5
71_22,34_33
71_24,10_88
71_24,14_35
71_24,14_36
71_26,11_43
72_1,46_29
72_13,20_112
72_16,5_66
72_16,6_44
72_16,7_96
72_16,23_55
72_16,23_56
72_19,72_1
72_23,5_67
72_27,2_255
72_28,2_143
72_28,29_11
73_2,17_79
73_2,32_16
73_2,73_20
73_8,94_7
73_9,1_5
73_9,11_123
73_11,31_24
73_16,79_25
73_19,76_30
73_20,2_245
73_20,6_91
73_20,12_68
73_20,17_110
74_5,7_142
74_5,33_1
74_10,54_8
74_25,17_48
74_31,37_164
74_31,37_165
74_31,37_166
74_47,15_99
74_52,6_124
74_56,76_30
75_6,34_29
75_6,34_30
75_7,14_43
75_9,81_1
75_9,81_2
75_12,42_47
75_13,18_49
75_14,17_14
75_15,6_23
75_15,16_28
75_15,16_87
75_15,40_52
75_15,58_18
75_16,20_114
75_23,10_26
75_23,83_15
75_25,3_106
75_25,69_22
75_25,80_38
75_25,80_39
75_25,80_40
75_25,80_41
75_25,80_42
75_25,88_2
75_25,88_3
75_25,88_4
75_25,88_8
75_25,88_9
75_26,56_83
75_26,56_84
75_26,56_85
75_26,56_86
75_26,56_87
75_30,6_61
75_30,6_62
75_33,83_31
75_33,84_13
75_33,84_14
75_33,84_15
75_35,39_15
75_35,41_40
75_35,44_49
75_35,77_46
75_40,30_27
75_40,75_1
75_40,77_50
75_40,95_8
76_2,67_2
76_3,30_30
76_3,41_17
76_3,90_10
76_4,40_71
76_4,40_72
76_6,17_90
76_6,18_33
76_8,2_177
76_8,3_92
76_11,80_38
76_11,80_39
76_13,18_108
76_14,55_54
76_14,69_23
76_18,76_6
76_21,22_23
76_22,7_43
76_22,69_24
76_26,17_79
76_26,73_1
76_26,73_2
76_26,73_3
76_26,73_4
76_28,4_133
76_28,14_19
76_28,14_20
76_28,35_16
76_28,35_17
76_29,4_39
77_1,7_57
77_1,15_22
77_8,81_2
77_8,82_2
77_10,18_47
77_10,20_105
77_10,20_106
77_10,20_107
77_11,5_109
77_11,39_69
77_13,14_47
77_13,14_48
77_28,77_21
77_39,11_57
77_39,55_33
77_46,10_69
77_46,10_70
77_46,31_24
77_50,45_6
78_8,30_21
78_10,91_4
78_14,30_48
78_16,13_4
78_17,11_104
78_18,17_71
78_20,18_47
78_20,20_105
78_20,20_106
78_20,20_107
78_20,27_88
78_20,101_5
78_23,11_107
78_30,38_58
78_35,52_23
78_37,2_255
78_37,11_105
78_38,11_105
78_38,26_193
78_38,26_194
78_38,42_52
78_40,18_49
78_40,75_13
79_6,69_14
79_6,73_14
79_13,16_77
79_13,17_52
79_13,54_50
79_14,14_48
79_14,18_47
79_14,20_105
79_14,20_106
79_14,20_107
79_15,79_26
79_24,28_38
79_25,11_99
79_25,28_41
79_27,36_81
79_27,40_57
79_34,54_46
79_35,89_23
79_44,7_187
80_20,76_3
80_22,2_259
80_22,30_20
80_42,71_27
81_2,82_2
81_5,6_38
81_5,38_19
81_6,52_6
81_7,37_22
81_7,56_7
81_7,56_8
81_7,56_9
81_7,56_10
81_14,3_30
81_14,75_13
81_17,6_96
81_17,92_1
81_17,92_2
81_17,93_1
81_17,93_2
81_20,53_5
81_20,53_6
81_23,53_7
81_23,53_8
81_23,53_9
81_23,53_10
81_23,53_13
81_23,53_14
81_23,53_15
81_23,53_16
81_25,26_210
81_25,26_211
81_25,26_212
82_1,73_18
82_19,1_4
82_19,25_26
82_19,40_16
83_2,6_152
83_2,17_35
83_2,55_9
83_7,25_13
83_7,95_5
83_7,95_6
83_13,16_24
83_13,25_5
83_15,75_22
83_15,75_23
83_23,83_15
83_26,37_61
83_29,23_108
83_29,23_109
83_29,23_110
83_29,23_111
84_19,50_22
84_25,10_10
84_25,11_108
85_1,25_61
85_3,4_41
85_3,4_79
85_3,11_103
85_4,23_53
85_4,98_5
86_4,13_11
86_5,30_27
86_17,31_24
87_1,56_74
87_3,20_50
87_13,35_36
87_13,43_77
87_18,87_14
87_18,87_15
87_18,87_16
87_18,87_17
87_19,53_36
87_19,53_37
87_19,53_38
87_19,53_39
87_19,53_40
87_19,53_41
87_19,53_42
88_11,19_62
88_11,52_23
88_11,56_25
88_11,56_26
88_18,50_6
88_23,75_31
88_23,75_32
89_3,2_203
89_3,51_49
89_4,81_17
89_4,81_18
89_5,25_22
89_6,69_7
89_6,69_8
89_7,7_69
89_7,41_15
89_9,26_149
89_14,37_24
89_15,23_55
89_15,23_56
89_28,6_62
89_28,40_43
90_4,46_15
90_4,82_6
90_4,82_7
90_4,95_4
90_10,76_2
90_10,76_3
90_17,16_97
90_17,17_19
91_3,92_2
91_5,51_47
91_5,51_48
91_7,30_30
91_9,87_14
91_9,87_15
91_12,54_29
92_3,51_49
92_3,78_8
92_10,6_110
92_12,16_9
93_2,6_96
93_2,92_1
93_2,92_2
93_7,42_52
94_1,6_125
94_2,48_2
95_5,103_1
95_5,103_2
95_5,103_3
97_1,2_185
97_1,44_3
97_4,44_4
98_2,80_13
98_2,80_14
98_2,80_15
98_2,80_16
98_4,3_105
98_5,16_36
98_5,21_25
99_1,22_1
99_2,84_3
99_2,84_4
99_7,76_8
100_7,9_17
101_4,54_7
101_9,3_151
102_8,17_36
104_1,68_1
104_2,70_18
105_1,106_1
105_1,106_2
105_1,106_3
105_1,106_4
106_1,29_67
106_3,27_91
106_4,16_112
107_3,89_17
107_3,89_18
107_6,4_142
108_2,6_121
108_2,6_162
108_2,6_163
109_3,5_64
109_3,53_23
109_6,10_41
109_6,26_78
109_6,26_80
109_6,28_55
112_3,19_88
112_3,19_89
112_3,19_90
112_3,19_91
112_3,19_92
112_3,19_93
112_3,19_94
112_3,19_95
112_3,21_26
112_3,21_27
112_3,37_158
112_3,37_159
112_4,6_101
113_1,6_96
114_6,6_112
