Id,Label,timeset,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,Clustering Coefficient,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
4_19,,,2,0.000481,0.328121,0.024536,2,3,5,2,0.636364,0.714286,1370,0.000001,0,14,0.166667,0.000229,0,940,0.083333,0.02608
4_20,,,1,0.000241,0.328362,0.024566,1,0,1,0,0,0,0,0,0,14,0,0.000181,0,936,0,0.023028
2_233,,,4,0.000962,0.326918,0.031552,4,5,9,19,0.104721,0.12075,87167.719626,0.000232,0.000136,36,0.1,0.000954,0,1081,0.1,0.457719
4_23,,,5,0.001203,0.326918,0.031387,5,8,13,18,0.109751,0.128166,122750.906896,0.000121,0.000075,11,0.072727,0.000534,0,1081,0.045455,0.251727
46_15,,,4,0.000962,0.326918,0.031637,4,5,9,20,0.094908,0.107151,18676.477231,0.00014,0.000883,36,0.266667,0.000912,0,1081,0.2,0.430861
65_6,,,1,0.000241,0.326918,0.028777,1,1,2,20,0.094799,0.105217,0,0.000018,0.00003,36,0,0.000275,0,1081,0,0.128538
65_7,,,2,0.000481,0.326918,0.029347,2,3,5,23,0.083043,0.098765,22968.115494,0.000018,0.000007,3,0,0.000313,0,1081,0,0.155583
2_234,,,2,0.000481,0.000481,0.000481,2,2,4,4,0.392857,0.484848,11,0.000002,0,20,0,0.000424,0,1529,0,0.020629
2_240,,,1,0.000241,0.000481,0.000321,1,4,5,3,0.55,0.651515,18,0,0.000019,20,0,0.000293,0,1529,0,0.014276
65_4,,,1,0.000241,0.000481,0.000321,1,1,2,5,0.289474,0.354545,0,0,0,20,0,0.000293,0,1529,0,0.014276
2_235,,,0,0,0,0,0,2,2,24,0.085918,0.096171,0,0,0.000004,33,0,0.000113,0,1531,0,0
28_69,,,1,0.000241,0.000241,0.000241,1,1,2,23,0.086692,0.09554,1176.017857,0.000001,0.000187,33,0,0.000161,0,1530,0,0.003053
60_1,,,5,0.001203,0.006495,0.002338,5,6,11,24,0.078318,0.089586,25378.446645,0.00003,0.000032,33,0.138889,0.000439,0,1211,0.083333,0.117182
2_236,,,2,0.000481,0.328362,0.024299,2,3,5,2,0.8,0.875,2732,0,0.000003,20,0,0.000331,0,787,0,0.031475
2_241,,,1,0.000241,0.328602,0.022657,1,0,1,0,0,0,0,0,0,20,0,0.000206,0,786,0,0.017442
33_28,,,1,0.000241,0.328602,0.022657,1,0,1,0,0,0,0,0,0,20,0,0.000206,0,785,0,0.017442
33_49,,,3,0.000722,0.328362,0.026236,3,2,5,2,0.666667,0.75,4094,0.000021,0.000002,20,0.166667,0.000287,0,787,0.083333,0.060559
2_238,,,1,0.000241,0.326918,0.027123,1,7,8,21,0.090263,0.102985,15330.748477,0.00004,0.000026,17,0.035714,0.000127,0,1081,0.017857,0.030371
6_55,,,2,0.000481,0.327159,0.025095,2,0,2,0,0,0,0,0.000005,0,17,1,0.000155,0,918,0.5,0.023436
6_75,,,1,0.000241,0.326918,0.02506,1,4,5,22,0.086149,0.094679,4724.300685,0.000003,0.000009,17,0.1,0.000128,0,1081,0.05,0.014053
33_40,,,4,0.000962,0.326918,0.030047,4,3,7,20,0.093394,0.105199,38754.671528,0.000014,0.000039,11,0.047619,0.000414,0,1081,0.02381,0.157848
2_239,,,0,0,0,0,0,2,2,20,0.102011,0.113532,0,0,0.000007,3,0,0.000113,0,1535,0,0
4_102,,,2,0.000481,0.000722,0.000541,2,2,4,19,0.107446,0.11979,1427.406566,0.000004,0.000021,3,0,0.000197,0,1534,0,0.016091
4_12,,,3,0.000722,0.001443,0.000866,3,1,4,1,1,1,6,0.000019,0.000006,20,0,0.000284,0,1528,0,0.019407
2_242,,,0,0,0,0,0,1,1,3,0.5,0.566667,0,0,0,20,0,0.000113,0,1536,0,0
2_244,,,0,0,0,0,0,3,3,23,0.079742,0.087897,0,0,0.000322,4,0,0.000113,0,1538,0,0
3_168,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000042,0,4,0,0.000145,0,1537,0,0.003053
2_245,,,6,0.001443,0.329805,0.021086,6,4,10,4,0.538462,0.72619,1528.4,0.000614,0.009532,22,0.055556,0.000659,0,1070,0.027778,0.07521
2_261,,,3,0.000722,0.329805,0.022463,3,2,5,4,0.466667,0.583333,5428.869048,0.001828,0.000248,22,0.333333,0.000359,0,1070,0.166667,0.059269
9_38,,,1,0.000241,0.330046,0.019847,1,0,1,0,0,0,0,0.001238,0,22,0,0.000253,0,1069,0,0.042102
22_40,,,5,0.001203,0.006495,0.002277,5,9,14,25,0.07269,0.083377,9542.214502,0.00014,0.000181,33,0.075758,0.000555,0,1211,0.037879,0.096996
2_253,,,1,0.000241,0.000241,0.000241,1,1,2,25,0.066669,0.071461,0,0.000004,0,32,0,0.00019,0,1539,0,0.008045
17_55,,,1,0.000241,0.000241,0.000241,1,3,4,24,0.071429,0.078088,1740,0,0.000028,32,0.333333,0.000274,0,1539,0.333333,0.008045
23_101,,,8,0.001924,0.326918,0.038337,8,6,14,25,0.073249,0.081847,97400.615582,0.000968,0.000118,106,0.102564,0.000581,0,1081,0.051282,0.314702
2_255,,,16,0.003849,0.326918,0.041811,16,15,31,21,0.095262,0.119125,299843.497516,0.016388,0.191079,5,0.030769,0.002567,0,1081,0.02,1
13_9,,,4,0.000962,0.327159,0.037165,4,0,4,0,0,0,0,0.02757,0,5,0.166667,0.000397,0,1007,0.083333,0.318008
20_110,,,3,0.000722,0.326918,0.0372,3,1,4,22,0.08698,0.101723,2051.396453,0.026077,0.002129,5,0.333333,0.000437,0,1081,0.166667,0.339256
20_111,,,3,0.000722,0.327159,0.038107,3,1,4,2,0.666667,0.75,1585.8,0.025761,0.000048,55,0,0.000347,0,163,0,0.327824
21_28,,,5,0.001203,0.326918,0.037622,5,2,7,22,0.086985,0.102011,4036.634524,0.034842,0.009653,5,0.3,0.000691,0,1081,0.2,0.513802
30_25,,,5,0.001203,0.326918,0.039261,5,6,11,21,0.098987,0.12171,233060.148249,0.027782,0.003863,106,0.305556,0.000451,0,1081,0.166667,0.561244
34_23,,,10,0.002406,0.326918,0.03754,10,3,13,22,0.086989,0.102298,11721.32381,0.057929,0.01351,5,0.177778,0.001215,0,1081,0.111111,0.635266
40_1,,,3,0.000722,0.3274,0.037185,3,0,3,0,0,0,0,0.027251,0,25,0,0.000276,0,161,0,0.308982
40_3,,,4,0.000962,0.3274,0.037606,4,4,8,2,0.833333,0.9,5196.583333,0.027917,0.001213,25,0.214286,0.000291,0,160,0.107143,0.333067
53_26,,,5,0.001203,0.326918,0.037256,5,2,7,22,0.086985,0.102011,683.590476,0.052785,0.009653,5,0.6,0.000646,0,1081,0.35,0.500756
2_256,,,0,0,0,0,0,4,4,25,0.086033,0.098263,0,0,0.000006,102,0,0.000113,0,1542,0,0
9_123,,,3,0.000722,0.326918,0.023982,3,3,6,24,0.083844,0.095326,19217.013252,0.000003,0.000017,102,0.1,0.000295,0,1081,0.1,0.052738
13_11,,,6,0.001443,0.326918,0.025634,6,1,7,24,0.081159,0.091137,5578.98088,0.000038,0.000022,22,0.047619,0.000421,0,1081,0.02381,0.041858
48_16,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000001,0,102,0,0.000137,0,1541,0,0.003053
66_9,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000001,0,102,0,0.000137,0,1540,0,0.003053
2_257,,,5,0.001203,0.326918,0.031329,5,3,8,22,0.08988,0.100568,35502.331502,0.000199,0.000201,32,0.285714,0.000464,0,1081,0.142857,0.131832
6_1,,,6,0.001443,0.326918,0.034191,6,2,8,22,0.089875,0.100281,86081.105059,0.000125,0.000185,32,0.178571,0.000416,0,1081,0.107143,0.228659
6_153,,,4,0.000962,0.326918,0.031615,4,3,7,21,0.098728,0.11351,125100.524656,0.000275,0.000721,32,0.133333,0.000461,0,1081,0.066667,0.165593
28_38,,,5,0.001203,0.326918,0.02995,5,6,11,31,0.052272,0.059619,37091.242857,0.002748,0.00058,75,0.044444,0.001087,0,1081,0.022222,0.237327
2_260,,,2,0.000481,0.000722,0.000541,2,1,3,21,0.099027,0.118565,5220,0,0.000102,36,0,0.000347,0,1543,0,0.011098
39_53,,,8,0.001924,0.326918,0.028712,8,16,24,20,0.109848,0.142189,144002.136877,0.000789,0.019682,36,0.030303,0.001069,0,1081,0.019481,0.266773
2_266,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000024,81,0,0.000113,0,1544,0,0
2_267,,,0,0,0,0,0,2,2,1,1,1,0,0,0.000003,20,0,0.000113,0,1545,0,0
2_271,,,0,0,0,0,0,1,1,24,0.080905,0.093995,0,0,0.000023,48,0,0.000113,0,1546,0,0
63_10,,,3,0.000722,0.00866,0.001404,3,3,6,23,0.087976,0.106988,1748.5,0.000177,0.000066,48,0.333333,0.00025,0,1148,0.25,0.086157
2_272,,,8,0.001924,0.329565,0.032008,8,3,11,1,1,1,3589.02381,0.000043,0.000001,7,0.054545,0.001035,0,631,0.027273,0.213734
41_46,,,6,0.001443,0.330767,0.032274,6,0,6,0,0,0,0,0.000011,0,7,0,0.000684,0,630,0,0.134675
45_15,,,1,0.000241,0.329805,0.029215,1,0,1,0,0,0,0,0,0,7,0,0.000406,0,629,0,0.093737
60_8,,,1,0.000241,0.329805,0.029215,1,0,1,0,0,0,0,0,0,7,0,0.000406,0,628,0,0.093737
2_273,,,0,0,0,0,0,5,5,19,0.116361,0.133107,0,0,0.000003,11,0.1,0.000113,0,1548,0.05,0
4_101,,,2,0.000481,0.000722,0.000541,2,5,7,18,0.120355,0.139326,4022.075613,0.000003,0.000025,11,0.133333,0.000216,0,1534,0.066667,0.016091
15_75,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,11,0,0.000132,0,1547,0,0.003053
48_29,,,4,0.000962,0.326918,0.02296,4,3,7,25,0.078252,0.088388,6554.69127,0.000008,0.000015,102,0.1,0.000364,0,1081,0.05,0.07347
73_20,,,5,0.001203,0.001924,0.001283,5,4,9,20,0.101812,0.117825,9364.219426,0.000004,0.000409,11,0.027778,0.000325,0,1533,0.013889,0.028236
2_275,,,2,0.000481,0.327159,0.026771,2,3,5,3,0.625,0.766667,5858.371429,0.000144,0,73,0,0.000137,0,867,0,0.053507
2_230,,,1,0.000241,0.3274,0.024781,1,0,1,0,0,0,0,0,0,73,0,0.000152,0,866,0,0.022886
5_95,,,3,0.000722,0.32764,0.02483,3,0,3,0,0,0,0,0.000002,0,73,0,0.000219,0,865,0,0.028991
12_76,,,1,0.000241,0.3274,0.024781,1,1,2,2,0.666667,0.75,1781.371429,0,0,73,0,0.000152,0,864,0,0.022886
2_276,,,1,0.000241,0.326918,0.027628,1,3,4,21,0.090347,0.103459,38803.867063,0,0,9,0,0.000503,0,1081,0,0.060014
5_100,,,2,0.000481,0.329324,0.025867,2,0,2,0,0,0,0,0,0,9,0,0.000383,0,850,0,0.032892
8_37,,,1,0.000241,0.326918,0.025494,1,9,10,20,0.099009,0.117711,35119.867063,0,0.000316,50,0.111111,0.000255,0,1081,0.066667,0.022644
30_39,,,1,0.000241,0.327159,0.025511,1,1,2,1,1,1,1360,0,0,9,0,0.000255,0,846,0,0.022644
2_282,,,0,0,0,0,0,2,2,1,1,1,0,0,0.000001,17,1,0.000113,0,1549,1,0
8_29,,,2,0.000481,0.32764,0.024357,2,1,3,1,1,1,0,0,0.000001,17,1,0.001573,0,668,0.5,0.045744
57_28,,,4,0.000962,0.32764,0.02631,4,1,5,1,1,1,1360,0.000008,0,17,0.166667,0.001662,0,668,0.083333,0.106185
2_283,,,2,0.000481,0.326918,0.02306,2,2,4,25,0.067327,0.073529,3097,0,0.000002,28,0,0.000283,0,1081,0,0.02402
4_135,,,2,0.000481,0.326918,0.024806,2,3,5,24,0.072179,0.080255,22820.754149,0.000014,0.000002,28,0,0.000263,0,1081,0,0.0426
5_106,,,1,0.000241,0.327159,0.021572,1,0,1,0,0,0,0,0,0,28,0,0.000233,0,803,0,0.014944
2_284,,,1,0.000241,0.326918,0.02311,1,5,6,23,0.084022,0.102344,10866.56176,0,0.000071,22,0,0.00016,0,1081,0,0.016803
2_286,,,4,0.000962,0.326918,0.039359,4,6,10,22,0.090413,0.112424,180908.23996,0.000048,0.002385,22,0,0.000827,0,1081,0,0.231835
3_29,,,1,0.000241,0.327159,0.021615,1,0,1,0,0,0,0,0.000009,0,22,0,0.00014,0,501,0,0.010211
11_18,,,2,0.000481,0.32764,0.025814,2,0,2,0,0,0,0,0.000009,0,22,0,0.00024,0,500,0,0.029711
53_16,,,3,0.000722,0.327159,0.036384,3,0,3,0,0,0,0,0.000339,0,22,0,0.000255,0,700,0,0.13081
53_39,,,2,0.000481,0.326918,0.035193,2,1,3,29,0.06184,0.071821,38362.950938,0.000384,0.000075,22,0,0.000245,0,1081,0,0.085406
53_40,,,2,0.000481,0.327159,0.035206,2,1,3,2,0.571429,0.625,4233.783333,0.000384,0,22,0,0.000245,0,68,0,0.085406
53_41,,,2,0.000481,0.327159,0.035206,2,0,2,0,0,0,0,0.000384,0,22,0,0.000245,0,63,0,0.085406
3_6,,,0,0,0,0,0,1,1,5,0.317073,0.392308,0,0,0.000012,21,0,0.000113,0,1550,0,0
3_106,,,3,0.000722,0.3274,0.026952,3,0,3,0,0,0,0,0.004701,0,36,0,0.000143,0,1055,0,0.051715
4_82,,,1,0.000241,0.326918,0.026693,1,2,3,22,0.100156,0.117628,1359,0.004447,0.000006,36,0,0.000126,0,1081,0,0.038124
6_151,,,7,0.001684,0.326918,0.033455,7,9,16,20,0.108342,0.127847,181528.346909,0.005249,0.001383,36,0.066667,0.000584,0,1081,0.038095,0.201936
7_53,,,4,0.000962,0.326918,0.027128,4,2,6,26,0.064934,0.072542,10462.935714,0.004745,0.000094,48,0.266667,0.000431,0,1081,0.133333,0.109165
12_36,,,1,0.000241,0.327159,0.026729,1,0,1,0,0,0,0,0.004447,0,36,0,0.000126,0,1053,0,0.038124
39_23,,,5,0.001203,0.326918,0.031778,5,13,18,20,0.116057,0.143784,203232.182451,0.0049,0.000244,14,0.014706,0.00053,0,1081,0.007353,0.12401
43_59,,,4,0.000962,0.327159,0.0294,4,0,4,0,0,0,0,0.071784,0,5,0.166667,0.000182,0,304,0.083333,0.09885
59_8,,,2,0.000481,0.3274,0.026767,2,0,2,0,0,0,0,0.004529,0,36,0,0.000149,0,1052,0,0.041177
59_10,,,3,0.000722,0.327881,0.026862,3,6,9,4,0.419355,0.522436,12181.043254,0.004608,0.000039,36,0.107143,0.000308,0,1051,0.071429,0.082836
3_10,,,0,0,0,0,0,5,5,5,0.363636,0.485417,0,0,0.001848,9,0,0.000113,0,1555,0,0
3_196,,,4,0.000962,0.001203,0.001002,4,0,4,0,0,0,0,0.001793,0,9,0.166667,0.000204,0,1552,0.083333,0.025273
3_197,,,4,0.000962,0.000962,0.000962,4,6,10,4,0.578947,0.734848,34,0.001793,0.001169,9,0.166667,0.000204,0,1554,0.083333,0.025273
9_85,,,2,0.000481,0.329324,0.020796,2,0,2,0,0,0,0,0.000245,0,9,0,0.000169,0,1062,0,0.017091
3_13,,,1,0.000241,0.000241,0.000241,1,3,4,23,0.076097,0.084689,1757,0,0,32,0,0.000274,0,1568,0,0.008045
3_123,,,3,0.000722,0.000962,0.00077,3,3,6,1,1,1,11,0,0,32,0.066667,0.000318,0,1567,0.033333,0.014151
8_42,,,2,0.000481,0.000722,0.000541,2,1,3,22,0.082095,0.091627,5256,0,0,32,0,0.000286,0,1563,0,0.011098
8_44,,,1,0.000241,0.000241,0.000241,1,1,2,24,0.070719,0.076801,0,0,0,32,0,0.00019,0,1568,0,0.008045
3_14,,,3,0.000722,0.328362,0.025474,3,1,4,6,0.246667,0.289189,18553.077381,0.000002,0,22,0.166667,0.000351,0,1072,0.083333,0.047796
8_60,,,1,0.000241,0.328602,0.023673,1,4,5,5,0.318584,0.400463,17224.077381,0,0.000715,22,0,0.000411,0,1071,0,0.025925
3_15,,,0,0,0,0,0,1,1,1,1,1,0,0,0,10,0,0.000113,0,1569,0,0
9_72,,,3,0.000722,0.32764,0.03352,3,0,3,0,0,0,0,0.000002,0,10,0,0.000421,0,257,0,0.084047
3_17,,,1,0.000241,0.000481,0.000321,1,1,2,1,1,1,0,0,0,11,1,0.000171,0,1571,0.5,0.00604
12_98,,,2,0.000481,0.000722,0.000541,2,0,2,0,0,0,0,0,0,11,1,0.000316,0,1570,0.5,0.013511
3_18,,,0,0,0,0,0,1,1,23,0.080142,0.091172,0,0,0.000002,5,0,0.000113,0,1573,0,0
4_166,,,4,0.000962,0.001684,0.001072,4,3,7,22,0.087074,0.102766,11123.216667,0.000015,0.005647,5,0.047619,0.000555,0,1572,0.047619,0.019617
3_19,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000026,3,0,0.000113,0,1574,0,0
12_108,,,1,0.000241,0.326918,0.028527,1,1,2,23,0.084282,0.096866,13988.78861,0.000009,0.000034,5,0,0.000212,0,1081,0,0.124686
21_23,,,4,0.000962,0.32764,0.031026,4,3,7,3,0.5,0.625,8971.183333,0.000012,0.000302,22,0.066667,0.000631,0,146,0.033333,0.206304
3_26,,,1,0.000241,0.326918,0.027776,1,4,5,20,0.093374,0.105277,15395.834854,0,0.00037,18,0.2,0.000223,0,1081,0.1,0.034469
17_21,,,6,0.001443,0.328362,0.028521,6,0,6,0,0,0,0,0.000419,0,21,0.2,0.000526,0,720,0.1,0.10643
43_31,,,5,0.001203,0.32764,0.0365,5,0,5,0,0,0,0,0.001193,0,18,0.1,0.000335,0,219,0.05,0.181431
43_32,,,5,0.001203,0.32764,0.037175,5,0,5,0,0,0,0,0.000946,0,18,0.1,0.000347,0,218,0.05,0.230668
3_28,,,5,0.001203,0.006495,0.002063,5,5,10,25,0.072651,0.081471,10608.166667,0.000009,0.000018,33,0.107143,0.000741,0,1211,0.053571,0.134036
5_51,,,3,0.000722,0.006976,0.00213,3,0,3,0,0,0,0,0.000007,0,33,0.333333,0.000397,0,1209,0.333333,0.111462
16_106,,,1,0.000241,0.006736,0.001669,1,0,1,0,0,0,0,0.000002,0,33,0,0.000239,0,1210,0,0.056316
3_30,,,2,0.000481,0.326918,0.038195,2,2,4,29,0.05938,0.065663,1359,0.001021,0.000363,22,0.333333,0.000417,0,1081,0.25,0.201155
43_38,,,1,0.000241,0.327159,0.034247,1,0,1,0,0,0,0,0.000047,0,22,0,0.00029,0,1033,0,0.061862
75_13,,,8,0.001924,0.326918,0.039989,8,1,9,28,0.063117,0.0708,9657.552922,0.002748,0.0034,22,0.178571,0.000917,0,1081,0.089286,0.402302
3_32,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000016,32,0,0.000113,0,1575,0,0
3_81,,,3,0.000722,0.3274,0.029511,3,0,3,0,0,0,0,0.000126,0,32,0,0.000531,0,212,0,0.063245
3_39,,,2,0.000481,0.32764,0.021674,2,1,3,2,0.666667,0.75,127.333333,0.000042,0.000443,5,0,0.000331,0,1057,0,0.02063
28_7,,,5,0.001203,0.327881,0.029044,5,1,6,1,1,1,1363,0.003412,0,5,0.066667,0.000514,0,301,0.066667,0.193177
3_41,,,1,0.000241,0.000241,0.000241,1,1,2,23,0.08274,0.092794,0,0,0,36,0,0.000251,0,1576,0,0.008045
19_10,,,1,0.000241,0.000241,0.000241,1,2,3,22,0.090198,0.1042,1741,0,0,36,0,0.000326,0,1576,0,0.008045
3_43,,,2,0.000481,0.327159,0.030452,2,1,3,3,0.454545,0.483333,8774.317857,0.001482,0,3,0,0.000163,0,319,0,0.149457
3_45,,,2,0.000481,0.327159,0.023141,2,1,3,3,0.5,0.611111,1483.333333,0.06542,0.000005,5,0,0.000238,0,1058,0,0.030547
3_47,,,0,0,0,0,0,1,1,1,1,1,0,0,0.001357,106,0,0.000113,0,1577,0,0
43_63,,,1,0.000241,0.000962,0.000481,1,0,1,0,0,0,0,0,0,14,0,0.000304,0,1399,0,0.010459
3_55,,,2,0.000481,0.326918,0.026597,2,7,9,23,0.105669,0.124844,49528.692442,0.000038,0.000065,21,0.047619,0.000232,0,1081,0.047619,0.063453
4_156,,,2,0.000481,0.327159,0.028575,2,0,2,0,0,0,0,0.000023,0,21,0,0.000178,0,582,0,0.051918
4_157,,,2,0.000481,0.326918,0.0246,2,2,4,24,0.095586,0.108051,1019.745238,0.000009,0.000082,21,0,0.000157,0,1081,0,0.031096
4_158,,,2,0.000481,0.326918,0.024618,2,1,3,22,0.087868,0.095133,6412.742857,0.000009,0,10,0,0.000157,0,1081,0,0.031096
4_159,,,2,0.000481,0.326918,0.024663,2,10,12,23,0.098132,0.115344,40911.309109,0.000009,0.011512,10,0,0.000263,0,1081,0,0.048263
6_60,,,5,0.001203,0.326918,0.028943,5,6,11,22,0.104721,0.122792,103568.213222,0.000229,0.000208,21,0.027778,0.000371,0,1081,0.013889,0.106733
24_55,,,4,0.000962,0.327881,0.030218,4,4,8,3,0.5,0.633333,3200.733333,0.000188,0.000038,33,0.035714,0.000256,0,33,0.017857,0.057665
39_42,,,2,0.000481,0.326918,0.026596,2,2,4,23,0.098466,0.113245,19539.692316,0.000035,0.000031,21,0.333333,0.000193,0,1081,0.333333,0.074682
3_56,,,0,0,0,0,0,1,1,5,0.378378,0.442857,0,0,0,106,0,0.000113,0,1583,0,0
13_34,,,3,0.000722,0.001924,0.001026,3,7,10,4,0.565217,0.724359,95,0,0.000042,106,0,0.000373,0,1582,0,0.023807
3_58,,,1,0.000241,0.000241,0.000241,1,2,3,27,0.06362,0.068662,178.916667,0.000003,0,7,0,0.000137,0,1587,0,0.003053
19_34,,,3,0.000722,0.000962,0.00077,3,1,4,1,1,1,4,0,0.000159,7,0,0.000298,0,1586,0,0.012145
19_35,,,1,0.000241,0.000481,0.000321,1,1,2,26,0.067828,0.073017,1915.916667,0,0.009128,7,0,0.000171,0,1584,0,0.00604
19_21,,,3,0.000722,0.326918,0.024863,3,4,7,24,0.078372,0.087339,16908.138095,0.001306,0.026523,5,0.066667,0.00057,0,1081,0.033333,0.051297
3_64,,,0,0,0,0,0,4,4,22,0.092553,0.106962,0,0,0.000886,9,0.333333,0.000113,0,1588,0.333333,0
3_79,,,0,0,0,0,0,1,1,1,1,1,0,0,0.008345,20,0,0.000113,0,1589,0,0
9_31,,,3,0.000722,0.3274,0.022851,3,0,3,0,0,0,0,0.064251,0,20,0,0.000258,0,924,0,0.049198
3_80,,,0,0,0,0,0,4,4,23,0.074251,0.081753,0,0,0.00196,32,0.5,0.000113,0,1590,0.416667,0
21_29,,,4,0.000962,0.326918,0.02254,4,2,6,22,0.07995,0.087347,7284.4,0.009797,0.000017,36,0,0.000215,0,1081,0,0.038911
16_49,,,1,0.000241,0.329324,0.024498,1,1,2,2,0.666667,0.75,0,0.00097,0.006941,32,1,0.000179,0,378,0.5,0.0297
16_50,,,1,0.000241,0.329324,0.024498,1,0,1,0,0,0,0,0.00097,0,32,0,0.000179,0,377,0,0.0297
31_25,,,2,0.000481,0.329805,0.026405,2,0,2,0,0,0,0,0.000987,0,21,0,0.000474,0,376,0,0.068419
3_90,,,0,0,0,0,0,1,1,22,0.087852,0.095117,0,0,0,10,0,0.000113,0,1591,0,0
4_18,,,3,0.000722,0.326918,0.027469,3,3,6,21,0.096258,0.106494,33696.825,0,0.000291,10,0.133333,0.000419,0,1081,0.066667,0.055983
2_123,,,2,0.000481,0.000962,0.000641,2,0,2,0,0,0,0,0.000011,0,106,1,0.000185,0,1338,0.5,0.022798
3_95,,,0,0,0,0,0,2,2,19,0.107553,0.118997,0,0,0.000826,23,1,0.000113,0,1592,1,0
106_3,,,4,0.000962,0.326918,0.033881,4,1,5,21,0.084458,0.092307,2708,0.000105,0.000008,9,0.166667,0.000416,0,1081,0.083333,0.215195
106_4,,,4,0.000962,0.326918,0.033899,4,1,5,19,0.101441,0.11556,177034.564782,0.000105,0,9,0.1,0.000416,0,1081,0.05,0.215195
3_100,,,0,0,0,0,0,1,1,22,0.088234,0.097027,0,0,0.000001,3,0,0.000113,0,1593,0,0
3_101,,,0,0,0,0,0,1,1,19,0.098191,0.106252,0,0,0.000001,6,0,0.000113,0,1595,0,0
57_8,,,2,0.000481,0.000481,0.000481,2,1,3,18,0.108819,0.119929,1741,0.000006,0,6,0,0.000401,0,1594,0,0.012636
64_16,,,2,0.000481,0.328602,0.034904,2,0,2,0,0,0,0,0.00004,0,23,0,0.00068,0,241,0,0.11527
3_103,,,2,0.000481,0.000481,0.000481,2,3,5,1,1,1,3,0,0.00001,18,0.333333,0.000352,0,1597,0.166667,0.016091
3_112,,,2,0.000481,0.00433,0.001417,2,0,2,0,0,0,0,0.000075,0,18,0,0.000233,0,1459,0,0.033726
8_62,,,2,0.000481,0.000722,0.000541,2,0,2,0,0,0,0,0.000001,0,18,1,0.000244,0,1596,0.5,0.016091
8_63,,,2,0.000481,0.000481,0.000481,2,1,3,2,0.6,0.666667,0,0.000001,0,18,1,0.000244,0,1597,0.5,0.016091
56_39,,,3,0.000722,0.007938,0.001845,3,0,3,0,0,0,0,0.000007,0,65,0,0.000179,0,1095,0,0.033194
56_40,,,3,0.000722,0.007938,0.001845,3,2,5,2,0.583333,0.642857,231,0.000007,0,65,0,0.000179,0,1094,0,0.033194
3_114,,,0,0,0,0,0,1,1,19,0.100288,0.112914,0,0,0.000023,17,0,0.000113,0,1598,0,0
9_25,,,3,0.000722,0.001443,0.000866,3,0,3,0,0,0,0,0,0,32,0.333333,0.000267,0,1566,0.166667,0.020125
9_26,,,1,0.000241,0.001203,0.000601,1,0,1,0,0,0,0,0,0,32,0,0.000203,0,1565,0,0.014019
9_27,,,2,0.000481,0.001443,0.000787,2,0,2,0,0,0,0,0,0,32,0,0.000235,0,1564,0,0.017072
3_124,,,0,0,0,0,0,1,1,2,0.571429,0.625,0,0,0,32,0,0.000113,0,1599,0,0
3_125,,,0,0,0,0,0,3,3,22,0.090778,0.102394,0,0,0,3,0,0.000113,0,1607,0,0
3_121,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,3,0,0.000145,0,1606,0,0.003053
8_9,,,1,0.000241,0.000241,0.000241,1,5,6,23,0.088585,0.098292,1087.05,0,0.000003,3,0,0.000145,0,1605,0,0.003053
8_10,,,1,0.000241,0.000241,0.000241,1,10,11,22,0.093199,0.107546,669.95,0,0.000877,3,0.036364,0.000145,0,1602,0.018182,0.003053
3_126,,,1,0.000241,0.000241,0.000241,1,3,4,22,0.092663,0.103313,1743,0,0.000056,3,0,0.000208,0,1608,0,0.003053
47_4,,,6,0.001443,0.326918,0.027135,6,7,13,21,0.101899,0.116826,69511.88189,0.000165,0.000056,3,0.075758,0.000469,0,1081,0.037879,0.18313
47_5,,,3,0.000722,0.001443,0.000962,3,1,4,1,1,1,6,0.000134,0,3,0,0.000202,0,1505,0,0.018119
47_6,,,3,0.000722,0.001443,0.000962,3,0,3,0,0,0,0,0.000134,0,3,0,0.000202,0,1503,0,0.018119
3_128,,,0,0,0,0,0,3,3,4,0.473684,0.541667,0,0,0.000023,7,0.333333,0.000113,0,1609,0.166667,0
28_56,,,6,0.001443,0.328602,0.027513,6,3,9,3,0.571429,0.666667,1270.071429,0.000026,0.000021,7,0.107143,0.00148,0,632,0.053571,0.150188
3_133,,,2,0.000481,0.002165,0.000974,2,2,4,2,0.666667,0.75,27,0,0.000011,65,0.333333,0.000539,0,1101,0.166667,0.040074
55_54,,,3,0.000722,0.330527,0.022373,3,2,5,1,1,1,22,0.00008,0.000005,91,0.166667,0.000585,0,985,0.083333,0.057553
57_21,,,2,0.000481,0.002165,0.000974,2,1,3,3,0.444444,0.541667,0,0.000001,0,65,1,0.000415,0,1101,0.5,0.040074
