Id,Label,timeset,pr_indegree,pr_indegree_normalized,pr_domain,pr_proximity,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,Clustering Coefficient,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
52_10,,,3,0.000722,0.3274,0.035155,3,0,3,0,0,0,0,0.00008,0,106,0.333333,0.000188,0,1078,0.333333,0.168156
101_5,,,4,0.000962,0.3274,0.035177,4,0,4,0,0,0,0,0.000115,0,106,0.333333,0.000282,0,8,0.166667,0.134575
18_51,,,0,0,0,0,0,2,2,23,0.080151,0.091643,0,0,0.007653,5,0,0.000113,0,2472,0,0
34_22,,,1,0.000241,0.000241,0.000241,1,1,2,1,1,1,1,0.000994,0,5,0,0.000161,0,2471,0,0.003053
18_55,,,0,0,0,0,0,5,5,21,0.094869,0.107749,0,0,0.000266,25,0.1,0.000113,0,2473,0.1,0
29_29,,,3,0.000722,0.327159,0.023377,3,0,3,0,0,0,0,0.000048,0,25,0,0.000239,0,983,0,0.040735
18_58,,,0,0,0,0,0,2,2,21,0.094161,0.108218,0,0,0.002869,22,1,0.000113,0,2474,0.5,0
18_61,,,1,0.000241,0.000481,0.000321,1,1,2,1,1,1,2,0.000065,0,91,0,0.000118,0,2476,0,0.008045
18_64,,,1,0.000241,0.000722,0.000361,1,0,1,0,0,0,0,0,0,91,0,0.000213,0,2475,0,0.008045
18_65,,,1,0.000241,0.000241,0.000241,1,19,20,20,0.105541,0.129367,923.753968,0.00051,0.000499,91,0.023392,0.000123,0,2492,0.011696,0.008045
18_66,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.000065,0,91,0,0.000118,0,2491,0,0.008045
18_67,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.000065,0,91,0,0.000118,0,2490,0,0.008045
18_68,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.000065,0,91,0,0.000118,0,2489,0,0.008045
18_69,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.000065,0,91,0,0.000118,0,2488,0,0.008045
18_70,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.000065,0,91,0,0.000118,0,2487,0,0.008045
18_71,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.000065,0,91,0,0.000118,0,2486,0,0.008045
18_72,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.000065,0,91,0,0.000118,0,2485,0,0.008045
18_73,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.000065,0,91,0,0.000118,0,2484,0,0.008045
18_74,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.000065,0,91,0,0.000118,0,2483,0,0.008045
18_75,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.000065,0,91,0,0.000118,0,2482,0,0.008045
18_76,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.000065,0,91,0,0.000118,0,2481,0,0.008045
18_78,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0.000574,0,91,1,0.000128,0,2479,1,0.016091
18_80,,,1,0.000241,0.000481,0.000321,1,1,2,1,1,1,2,0.000065,0.000002,91,0,0.000118,0,2480,0,0.008045
18_81,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0.000574,0,91,1,0.000128,0,2478,1,0.016091
18_82,,,1,0.000241,0.000241,0.000241,1,10,11,21,0.101813,0.121848,384.505556,0.000065,0.003923,91,0.088889,0.000118,0,2492,0.044444,0.008045
18_97,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0.00051,0,91,0,0.000123,0,2477,0,0.008045
18_84,,,0,0,0,0,0,1,1,1,1,1,0,0,0,3,0,0.000113,0,2493,0,0
27_23,,,2,0.000481,0.32764,0.02051,2,0,2,0,0,0,0,0,0,3,0,0.000248,0,409,0,0.011744
18_86,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000012,71,0,0.000113,0,2494,0,0
18_91,,,0,0,0,0,0,1,1,1,1,1,0,0,0,58,0,0.000113,31,2496,0,0
3_5,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,58,0,0.000208,31,2495,0,0.003053
18_95,,,0,0,0,0,0,1,1,1,1,1,0,0,0,71,0,0.000113,0,2497,0,0
18_96,,,0,0,0,0,0,1,1,1,1,1,0,0,0,69,0,0.000113,32,2499,0,0
34_12,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0,0,69,0,0.000256,32,2498,0,0.006105
18_98,,,1,0.000241,0.326918,0.021482,1,1,2,23,0.080644,0.093719,17435.671429,0.000002,0.000071,10,0,0.000159,0,1081,0,0.018099
18_99,,,1,0.000241,0.326918,0.021465,1,5,6,23,0.081502,0.096861,2095.404942,0.000002,0.000707,10,0.2,0.000159,0,1081,0.1,0.018099
18_101,,,0,0,0,0,0,1,1,26,0.080344,0.091243,0,0,0.000005,50,0,0.000113,0,2500,0,0
18_102,,,0,0,0,0,0,1,1,29,0.057652,0.062671,0,0,0.000389,50,0,0.000113,0,2501,0,0
18_103,,,0,0,0,0,0,5,5,3,0.666667,0.791667,0,0,0.000063,55,0.1,0.000113,0,2505,0.1,0
88_2,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0.000121,0,55,0,0.00014,0,2504,0,0.006105
88_3,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0.000121,0,55,0,0.00014,0,2503,0,0.006105
88_4,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0.000121,0,55,0,0.00014,0,2502,0,0.006105
19_6,,,0,0,0,0,0,1,1,1,1,1,0,0,0,59,0,0.000113,33,2507,0,0
27_16,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0,0,59,0,0.000304,33,2506,0,0.006105
19_7,,,0,0,0,0,0,6,6,3,0.692308,0.814815,0,0,0.000318,23,0,0.000113,0,2510,0,0
3_38,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000041,0,23,0,0.000129,0,2509,0,0.003053
15_54,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000041,0,23,0,0.000129,0,2508,0,0.003053
19_9,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000001,106,0,0.000113,0,2511,0,0
19_16,,,0,0,0,0,0,1,1,1,1,1,0,0,0,24,0,0.000113,9,2512,0,0
19_17,,,0,0,0,0,0,2,2,22,0.08409,0.091351,0,0,0.000273,14,0,0.000113,0,2513,0,0
3_46,,,1,0.000241,0.327159,0.023139,1,0,1,0,0,0,0,0.003445,0,5,0,0.000234,0,1056,0,0.027495
22_63,,,1,0.000241,0.001443,0.000481,1,6,7,24,0.083313,0.09686,3000.791053,0.000007,0.001256,21,0.047619,0.000136,0,1914,0.02381,0.01309
19_24,,,2,0.000481,0.000481,0.000481,2,1,3,1,1,1,2,0,0,60,0,0.000304,34,2515,0,0.006105
19_29,,,1,0.000241,0.000722,0.000433,1,0,1,0,0,0,0,0,0,60,0,0.000371,34,2514,0,0.009027
19_26,,,0,0,0,0,0,1,1,2,0.666667,0.75,0,0,0,60,0,0.000113,34,2516,0,0
28_11,,,1,0.000241,0.001684,0.000561,1,0,1,0,0,0,0,0.000003,0,65,0,0.000152,0,1910,0,0.01309
19_31,,,0,0,0,0,0,1,1,2,0.545455,0.583333,0,0,0.000025,106,0,0.000113,0,2517,0,0
3_60,,,2,0.000481,0.001443,0.000787,2,0,2,0,0,0,0,0.001227,0,7,0,0.000414,0,1585,0,0.016498
19_37,,,0,0,0,0,0,4,4,1,1,1,0,0,0.005876,75,0,0.000113,0,2518,0,0
19_39,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000001,50,0,0.000113,0,2519,0,0
14_41,,,2,0.000481,0.327159,0.023496,2,0,2,0,0,0,0,0.000011,0,30,0,0.000179,0,975,0,0.02305
25_63,,,1,0.000241,0.327159,0.023493,1,2,3,1,1,1,1357,0.000005,0.001528,30,0.333333,0.000147,0,974,0.166667,0.019997
19_51,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000033,3,0,0.000113,0,2520,0,0
19_53,,,3,0.000722,0.328602,0.024491,3,4,7,4,0.5,0.608974,16376,0.00013,0.000017,33,0.095238,0.000506,0,431,0.047619,0.052627
20_36,,,3,0.000722,0.328843,0.02283,3,0,3,0,0,0,0,0.000123,0,33,0.333333,0.000245,0,430,0.166667,0.036611
26_13,,,1,0.000241,0.328843,0.022824,1,0,1,0,0,0,0,0.000002,0,33,0,0.00022,0,429,0,0.027519
26_14,,,1,0.000241,0.328843,0.022824,1,0,1,0,0,0,0,0.000002,0,33,0,0.00022,0,428,0,0.027519
28_34,,,1,0.000241,0.328602,0.022796,1,6,7,4,0.464286,0.647436,10925,0.000002,0.000002,33,0,0.00022,0,431,0,0.027519
19_54,,,1,0.000241,0.326918,0.024146,1,3,4,22,0.080349,0.088913,12288.79238,0,0.000004,4,0,0.000216,0,1081,0,0.029032
19_55,,,1,0.000241,0.326918,0.024165,1,2,3,25,0.075203,0.085605,18521.569164,0,0.000017,21,0.333333,0.000216,0,1081,0.166667,0.029032
20_132,,,1,0.000241,0.326918,0.02252,1,6,7,24,0.08122,0.095021,15718.754878,0.000002,0.000883,21,0.047619,0.000204,0,1081,0.02381,0.014561
6_85,,,1,0.000241,0.000722,0.000361,1,0,1,0,0,0,0,0,0,23,0,0.000128,0,1848,0,0.009584
6_86,,,1,0.000241,0.000722,0.000361,1,0,1,0,0,0,0,0,0,23,0,0.000128,0,1847,0,0.009584
6_87,,,1,0.000241,0.000722,0.000361,1,0,1,0,0,0,0,0,0,23,0,0.000128,0,1846,0,0.009584
6_90,,,2,0.000481,0.000722,0.000541,2,0,2,0,0,0,0,0,0,23,0,0.000176,0,1845,0,0.012636
40_78,,,1,0.000241,0.000722,0.000361,1,0,1,0,0,0,0,0,0,23,0,0.000128,0,1844,0,0.009584
70_23,,,1,0.000241,0.327159,0.02325,1,2,3,5,0.279412,0.347368,3639.990476,0.000056,0,36,0,0.000152,0,754,0,0.022369
70_34,,,1,0.000241,0.327159,0.02325,1,0,1,0,0,0,0,0.000056,0,36,0,0.000152,0,751,0,0.022369
19_60,,,0,0,0,0,0,2,2,22,0.090653,0.102032,0,0,0.000418,36,0,0.000113,0,2521,0,0
19_61,,,0,0,0,0,0,1,1,1,1,1,0,0,0,61,0,0.000113,35,2523,0,0
73_18,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0,0,61,0,0.000304,35,2522,0,0.006105
19_62,,,1,0.000241,0.326918,0.019027,1,2,3,26,0.066869,0.072849,0,0,0.000002,91,0.666667,0.000163,0,1081,0.5,0.015566
19_63,,,1,0.000241,0.000481,0.000321,1,4,5,5,0.304878,0.400667,39,0,0,36,0,0.000199,0,2525,0,0.0115
23_1,,,2,0.000481,0.328121,0.021828,2,1,3,4,0.346939,0.387255,987.990476,0,0.000012,36,0,0.000219,0,753,0,0.021774
23_2,,,2,0.000481,0.328121,0.021828,2,0,2,0,0,0,0,0,0,36,0,0.000219,0,752,0,0.021774
23_10,,,2,0.000481,0.000722,0.000541,2,0,2,0,0,0,0,0,0,36,0,0.000203,0,2524,0,0.012636
23_11,,,2,0.000481,0.000481,0.000481,2,2,4,6,0.255102,0.336667,28,0,0,36,0,0.000203,0,2525,0,0.012636
93_3,,,1,0.000241,0.327159,0.035284,1,0,1,0,0,0,0,0.000001,0,102,0,0.000203,0,167,0,0.101817
19_66,,,0,0,0,0,0,4,4,3,0.55,0.651515,0,0,0.000133,102,0,0.000113,0,2526,0,0
19_67,,,1,0.000241,0.000241,0.000241,1,1,2,2,0.666667,0.75,0,0.000027,0.000053,102,1,0.000121,0,2527,0.5,0.003053
19_68,,,0,0,0,0,0,1,1,29,0.06177,0.070929,0,0,0.000113,22,0,0.000113,0,2528,0,0
19_69,,,0,0,0,0,0,2,2,26,0.069699,0.080227,0,0,0.000009,50,0,0.000113,0,2529,0,0
19_70,,,0,0,0,0,0,1,1,26,0.069653,0.079411,0,0,0.000005,50,0,0.000113,0,2530,0,0
19_86,,,3,0.000722,0.326918,0.025375,3,1,4,22,0.083666,0.089906,29878.047394,0.001431,0,5,0,0.000288,0,1081,0,0.082034
21_102,,,1,0.000241,0.001203,0.000601,1,0,1,0,0,0,0,0.00136,0,5,0,0.000153,0,1634,0,0.013445
19_76,,,0,0,0,0,0,2,2,24,0.080649,0.08732,0,0,0.000019,14,0,0.000113,0,2531,0,0
19_84,,,0,0,0,0,0,5,5,23,0.087577,0.097436,0,0,0.000659,9,0.2,0.000113,0,2532,0.1,0
19_85,,,1,0.000241,0.327159,0.025279,1,2,3,3,0.538462,0.619048,6556.280159,0.000047,0.000005,48,0,0.000151,0,987,0,0.065536
43_72,,,2,0.000481,0.328121,0.023597,2,2,4,2,0.75,0.833333,1140.280159,0.000001,0.000033,91,0,0.000263,0,986,0,0.034716
19_87,,,0,0,0,0,0,2,2,28,0.057562,0.062951,0,0,0.000032,106,0,0.000113,0,2533,0,0
20_2,,,0,0,0,0,0,1,1,21,0.092453,0.103382,0,0,0.000001,11,0,0.000113,0,2534,0,0
20_10,,,0,0,0,0,0,1,1,1,1,1,0,0,0,62,0,0.000113,36,2536,0,0
28_29,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,62,0,0.000208,36,2535,0,0.003053
20_11,,,0,0,0,0,0,1,1,5,0.285714,0.325926,0,0,0,73,0,0.000113,0,2538,0,0
28_30,,,1,0.000241,0.000241,0.000241,1,1,2,4,0.377778,0.416667,17,0,0,73,0,0.000208,0,2537,0,0.003053
20_12,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000001,48,0,0.000113,0,2539,0,0
79_16,,,2,0.000481,0.3274,0.02453,2,0,2,0,0,0,0,0.000004,0,48,0,0.00026,0,555,0,0.034556
20_13,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000033,3,0,0.000113,0,2540,0,0
20_15,,,1,0.000241,0.000241,0.000241,1,5,6,24,0.069984,0.080363,1741,0.000003,0.000563,22,0.066667,0.000161,0,2542,0.033333,0.003053
27_65,,,1,0.000241,0.000481,0.000321,1,3,4,24,0.069331,0.076999,5,0.000073,0.000769,21,0.5,0.00014,0,2541,0.416667,0.00604
20_16,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000003,4,0,0.000113,0,2543,0,0
92_11,,,2,0.000481,0.001203,0.000547,2,0,2,0,0,0,0,0.000022,0,4,0,0.000242,0,1257,0,0.011566
20_22,,,0,0,0,0,0,1,1,1,1,1,0,0,0,63,0,0.000113,37,2545,0,0
28_32,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,63,0,0.000208,37,2544,0,0.003053
20_27,,,2,0.000481,0.328843,0.021351,2,1,3,2,0.666667,0.75,2733,0.000003,0,33,0,0.000152,0,427,0,0.017544
43_52,,,1,0.000241,0.329083,0.020078,1,1,2,1,1,1,1367,0,0,33,0,0.000242,0,426,0,0.012675
20_29,,,2,0.000481,0.328602,0.021324,2,1,3,6,0.282609,0.342308,16,0.000003,0.000016,33,0,0.000152,0,431,0,0.017544
33_69,,,3,0.000722,0.328602,0.026424,3,1,4,5,0.361111,0.419231,17635,0.000126,0.000017,33,0.166667,0.00039,0,431,0.083333,0.072271
20_38,,,0,0,0,0,0,2,2,1,1,1,0,0,0,64,0,0.000113,38,2548,0,0
28_8,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0,0,64,0,0.000256,38,2547,0,0.006105
28_10,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,64,0,0.000161,38,2546,0,0.003053
20_40,,,0,0,0,0,0,31,31,24,0.084156,0.112177,0,0,0.004257,65,0.004301,0.000113,0,2565,0.002151,0
7_119,,,3,0.000722,0.328602,0.02835,3,0,3,0,0,0,0,0.000576,0,75,0,0.000391,0,1011,0,0.031549
20_47,,,3,0.000722,0.000962,0.00077,3,0,3,0,0,0,0,0.000572,0,21,0,0.000319,0,2564,0,0.012145
20_63,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000553,0,65,0,0.000116,0,2563,0,0.003053
20_86,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000553,0,65,0,0.000116,0,2562,0,0.003053
20_96,,,1,0.000241,0.000241,0.000241,1,1,2,1,1,1,1,0.000553,0,15,0,0.000116,0,2561,0,0.003053
20_97,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000553,0,65,0,0.000116,0,2560,0,0.003053
26_40,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000553,0,65,0,0.000116,0,2559,0,0.003053
26_44,,,2,0.000481,0.002165,0.000974,2,0,2,0,0,0,0,0.000564,0,65,1,0.000215,0,1417,0.5,0.032111
26_154,,,1,0.000241,0.000241,0.000241,1,2,3,1,1,1,2,0.000553,0.000007,18,0,0.000116,0,2558,0,0.003053
28_9,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000553,0,65,0,0.000116,0,2556,0,0.003053
28_12,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000553,0,65,0,0.000116,0,2555,0,0.003053
28_15,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000553,0,65,0,0.000116,0,2554,0,0.003053
28_16,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000553,0,65,0,0.000116,0,2553,0,0.003053
28_18,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000553,0,65,0,0.000116,0,2552,0,0.003053
28_19,,,2,0.000481,0.002646,0.000619,2,0,2,0,0,0,0,0.00076,0,30,0,0.000176,0,2171,0,0.011774
28_22,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000553,0,65,0,0.000116,0,2551,0,0.003053
28_25,,,1,0.000241,0.000241,0.000241,1,1,2,1,1,1,1,0.000553,0,39,0,0.000116,0,2550,0,0.003053
28_27,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000553,0,65,0,0.000116,0,2549,0,0.003053
20_48,,,0,0,0,0,0,8,8,1,1,1,0,0,0.000001,48,0,0.000113,0,2569,0,0
92_14,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,48,0,0.000125,0,2568,0,0.003053
92_15,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,48,0,0.000125,0,2567,0,0.003053
92_16,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,48,0,0.000125,0,2566,0,0.003053
20_53,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000006,9,0,0.000113,0,2570,0,0
20_56,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000001,75,0,0.000113,0,2571,0,0
10_79,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0,0,65,0,0.000151,0,2048,0,0.00604
26_41,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0,0,65,0,0.000151,0,2047,0,0.00604
26_42,,,1,0.000241,0.000481,0.000321,1,6,7,2,0.875,0.928571,14,0,0.000122,65,0.238095,0.000151,0,2046,0.142857,0.00604
20_70,,,0,0,0,0,0,2,2,1,1,1,0,0,0.000001,65,0,0.000113,0,2572,0,0
87_11,,,2,0.000481,0.330286,0.030174,2,0,2,0,0,0,0,0.000002,0,91,1,0.000239,0,684,0.5,0.127295
87_12,,,2,0.000481,0.330286,0.030174,2,0,2,0,0,0,0,0.000002,0,91,1,0.000239,0,683,0.5,0.127295
87_13,,,2,0.000481,0.330046,0.030134,2,2,4,3,0.5,0.560606,0,0.000002,0.000009,91,1,0.000239,0,687,0.833333,0.127295
26_54,,,1,0.000241,0.328362,0.023548,1,0,1,0,0,0,0,0.000002,0,10,0,0.000217,0,664,0,0.032361
26_55,,,1,0.000241,0.328362,0.023548,1,0,1,0,0,0,0,0.000002,0,10,0,0.000217,0,663,0,0.032361
26_60,,,1,0.000241,0.328362,0.023548,1,0,1,0,0,0,0,0.000002,0,10,0,0.000217,0,662,0,0.032361
20_78,,,0,0,0,0,0,3,3,27,0.06526,0.073935,0,0,0.000186,39,0,0.000113,0,2573,0,0
20_82,,,1,0.000241,0.001684,0.000536,1,1,2,2,0.6,0.666667,21,0.000398,0,36,0,0.000187,0,1368,0,0.010756
90_17,,,1,0.000241,0.001924,0.000513,1,2,3,1,1,1,16,0,0.000015,36,0,0.000272,0,1367,0,0.008767
20_83,,,0,0,0,0,0,2,2,1,1,1,0,0,0.000163,65,0,0.000113,0,2574,0,0
20_98,,,0,0,0,0,0,5,5,19,0.103692,0.118104,0,0,0.001733,5,0.1,0.000113,0,2576,0.05,0
72_28,,,2,0.000481,0.000481,0.000481,2,2,4,19,0.105576,0.116804,1752.819048,0.000232,0.000023,5,0,0.000156,0,2575,0,0.006105
20_99,,,1,0.000241,0.000962,0.000481,1,1,2,1,1,1,4,0.000002,0.000132,73,0,0.000166,0,2268,0,0.013038
20_100,,,0,0,0,0,0,2,2,18,0.101856,0.11359,0,0,0.000077,17,1,0.000113,0,2577,1,0
20_109,,,0,0,0,0,0,5,5,21,0.096159,0.113454,0,0,0.021473,5,0.5,0.000113,0,2578,0.5,0
20_114,,,1,0.000241,0.000241,0.000241,1,5,6,1,1,1,4,0,0.000001,102,0,0.000244,0,2583,0,0.008045
75_1,,,2,0.000481,0.001203,0.000752,2,0,2,0,0,0,0,0.000007,0,102,0,0.000184,0,2582,0,0.017072
75_16,,,1,0.000241,0.000241,0.000241,1,1,2,2,0.555556,0.6,0,0,0,102,0,0.000154,0,2583,0,0.008045
75_17,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0,0,102,0,0.000154,0,2581,0,0.008045
75_18,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0,0,102,0,0.000154,0,2580,0,0.008045
75_19,,,1,0.000241,0.000481,0.000321,1,0,1,0,0,0,0,0,0,102,0,0.000154,0,2579,0,0.008045
20_122,,,0,0,0,0,0,1,1,21,0.087028,0.09824,0,0,0,36,0,0.000113,0,2584,0,0
20_127,,,0,0,0,0,0,1,1,5,0.378378,0.442857,0,0,0,106,0,0.000113,0,2585,0,0
93_5,,,2,0.000481,0.3274,0.032613,2,0,2,0,0,0,0,0,0,32,0,0.000392,0,41,0,0.080132
15_87,,,1,0.000241,0.327159,0.032551,1,0,1,0,0,0,0,0,0,32,0,0.000269,0,1075,0,0.074093
20_133,,,1,0.000241,0.000241,0.000241,1,2,3,19,0.091438,0.101239,953.95,0.00008,0,91,0,0.000196,0,2587,0,0.008045
29_50,,,1,0.000241,0.000481,0.000321,1,3,4,19,0.092696,0.104568,2064.116667,0,0.000017,91,0,0.000196,0,2586,0,0.008045
29_51,,,1,0.000241,0.000241,0.000241,1,2,3,20,0.090059,0.099626,629.833333,0,0.000618,91,0,0.000196,0,2587,0,0.008045
6_155,,,2,0.000481,0.327159,0.024501,2,0,2,0,0,0,0,0.000031,0,48,0,0.000156,0,565,0,0.022614
20_135,,,0,0,0,0,0,2,2,1,1,1,0,0,0.000005,18,0,0.000113,0,2588,0,0
54_26,,,6,0.001443,0.001924,0.00154,6,0,6,0,0,0,0,0.000013,0,18,0,0.000349,0,2466,0,0.02429
54_2,,,1,0.000241,0.327159,0.02523,1,0,1,0,0,0,0,0.000004,0,25,0,0.00028,0,93,0,0.074096
17_48,,,3,0.000722,0.328602,0.028413,3,0,3,0,0,0,0,0.000001,0,81,0,0.000584,0,740,0,0.054722
21_6,,,0,0,0,0,0,2,2,21,0.093801,0.10216,0,0,0.000098,18,0,0.000113,0,2589,0,0
21_7,,,0,0,0,0,0,3,3,22,0.084924,0.096973,0,0,0.00047,3,0.333333,0.000113,0,2590,0.166667,0
21_10,,,2,0.000481,0.326918,0.026176,2,1,3,19,0.092035,0.1012,5673.133333,0,0.000003,22,0,0.00035,0,1081,0,0.036536
43_44,,,2,0.000481,0.326918,0.027552,2,2,4,18,0.101358,0.114746,8139.740476,0.00002,0.000003,17,0.333333,0.000441,0,1081,0.166667,0.042972
21_16,,,0,0,0,0,0,2,2,1,1,1,0,0,0.000059,102,0,0.000113,0,2591,0,0
17_43,,,1,0.000241,0.000962,0.00055,1,0,1,0,0,0,0,0,0,36,0,0.000276,0,2441,0,0.014878
21_19,,,0,0,0,0,0,1,1,23,0.080864,0.089783,0,0,0,5,0,0.000113,0,2592,0,0
21_20,,,0,0,0,0,0,1,1,4,0.37037,0.425,0,0,0.000017,21,0,0.000113,0,2593,0,0
21_22,,,0,0,0,0,0,1,1,2,0.666667,0.75,0,0,0,102,0,0.000113,0,2595,0,0
23_91,,,1,0.000241,0.000241,0.000241,1,1,2,1,1,1,1,0,0,102,0,0.000208,0,2594,0,0.003053
50_6,,,2,0.000481,0.329565,0.01904,2,2,4,1,1,1,2738,0.000001,0,102,0,0.000266,0,357,0,0.018164
51_47,,,5,0.001203,0.331248,0.025233,5,0,5,0,0,0,0,0.000014,0,102,0.1,0.000557,0,353,0.05,0.05997
91_5,,,1,0.000241,0.329324,0.019013,1,2,3,1,1,1,95.166667,0.000001,0.000004,102,0.333333,0.00017,0,354,0.166667,0.015111
21_33,,,0,0,0,0,0,2,2,20,0.096367,0.111403,0,0,0.000035,102,1,0.000113,0,2596,0.5,0
7_41,,,3,0.000722,0.001443,0.000866,3,0,3,0,0,0,0,0.000009,0,22,1,0.000286,0,2320,0.666667,0.046658
39_16,,,2,0.000481,0.001203,0.000668,2,2,4,26,0.071694,0.082012,5520.637302,0.000009,0.000001,22,1,0.0002,0,2321,0.5,0.029002
21_41,,,0,0,0,0,0,1,1,3,0.466667,0.52381,0,0,0.000005,33,0,0.000113,0,2597,0,0
21_49,,,0,0,0,0,0,2,2,1,1,1,0,0,0,17,0,0.000113,0,2598,0,0
21_63,,,1,0.000241,0.000241,0.000241,1,1,2,1,1,1,0,0,0,66,0,0.00075,39,2599,0,0.008045
37_89,,,1,0.000241,0.000241,0.000241,1,1,2,1,1,1,0,0,0,66,0,0.00075,39,2599,0,0.008045
21_67,,,0,0,0,0,0,1,1,22,0.085892,0.092486,0,0,0,18,0,0.000113,0,2600,0,0
21_68,,,0,0,0,0,0,1,1,2,0.666667,0.75,0,0,0.000017,55,0,0.000113,0,2601,0,0
21_71,,,0,0,0,0,0,1,1,1,1,1,0,0,0.000217,9,0,0.000113,0,2602,0,0
37_100,,,1,0.000241,0.32764,0.026197,1,0,1,0,0,0,0,0.000008,0,23,0,0.000193,0,375,0,0.046729
21_74,,,0,0,0,0,0,1,1,1,1,1,0,0,0,67,0,0.000113,40,2604,0,0
29_26,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,67,0,0.000208,40,2603,0,0.003053
21_76,,,0,0,0,0,0,4,4,2,0.642857,0.722222,0,0,0.000007,10,0,0.000113,0,2605,0,0
21_79,,,0,0,0,0,0,2,2,26,0.070775,0.078626,0,0,0.000035,23,0,0.000113,0,2607,0,0
38_26,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0.000005,0,23,0,0.000161,0,2606,0,0.003053
21_80,,,0,0,0,0,0,2,2,1,1,1,0,0,0,68,0,0.000113,41,2610,0,0
34_10,,,2,0.000481,0.000481,0.000481,2,0,2,0,0,0,0,0,0,68,0,0.000256,41,2609,0,0.006105
34_11,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,68,0,0.000161,41,2608,0,0.003053
21_81,,,0,0,0,0,0,2,2,1,1,1,0,0,0,69,0,0.000113,32,2612,0,0
38_36,,,1,0.000241,0.000241,0.000241,1,0,1,0,0,0,0,0,0,69,0,0.000161,32,2611,0,0.003053
